,date,retail and recreation,grocery and pharmacy,parks,transit,workplaces,residential,sub region
224,1/31/2021,-18.48387097,43.93548387,17.41935484,8.612903226,-6.322580645,13.90322581,Chikballapur
225,1/31/2021,-12.38709677,39.70967742,12.51612903,0.548387097,-7.741935484,12.87096774,Chikkamagaluru
226,1/31/2021,-11.67741935,113.1935484,-10.58064516,-6.290322581,-12.77419355,12.93548387,Chitradurga
227,1/31/2021,-24.16129032,13.70967742,28.58064516,-12.48387097,-14.93548387,13.70967742,Dakshina Kannada
228,1/31/2021,-14.48387097,24.87096774,-27.83870968,-0.064516129,-10.4516129,12.48387097,Davanagere
229,1/31/2021,-21.80645161,41.35483871,-50.48387097,-10.06451613,-16.51612903,14.80645161,Dharwad
230,1/31/2021,-14.41935484,13.16129032,-10.09677419,-7.548387097,-17.4516129,12.90322581,Gadag
231,1/31/2021,-17.74193548,31.77419355,-10.96774194,-14.16129032,-11.90322581,11.61290323,Gulbarga
232,1/31/2021,0.709677419,15.35483871,7.806451613,-21.22580645,-13.32258065,15.4516129,Hassan
233,1/31/2021,-17.93548387,40.58064516,-11.74193548,-3.161290323,-10.90322581,12.25806452,Haveri
234,1/31/2021,-19.5483871,34.35483871,-16.5483871,3.903225806,-9.903225806,10.93548387,Kodagu
235,1/31/2021,-21.35483871,75.93548387,-18.5483871,-9.935483871,-9.161290323,13.83870968,Kolar
236,1/31/2021,-14.4516129,53.77419355,-21.77419355,2.096774194,-16.64516129,10.80645161,Koppal
237,1/31/2021,-27.96774194,33.80645161,17.38709677,-9.290322581,-16.87096774,12.4516129,Mandya
238,1/31/2021,-25.77419355,8.870967742,2.516129032,2.064516129,-21.19354839,12.51612903,Mysuru
239,1/31/2021,-18.61290323,43.48387097,-40.12903226,-8.322580645,-15.67741935,11.58064516,Raichur
240,1/31/2021,-10.93548387,104.7741935,20.41935484,-1.838709677,-13.03225806,13.03225806,Ramanagara
241,1/31/2021,-25.4516129,46.03225806,56.80645161,-11.74193548,-9.709677419,13.35483871,Shimoga
242,1/31/2021,-14.12903226,30.35483871,-10.32258065,3.741935484,-14.83870968,15.64516129,Tumkur
243,1/31/2021,-26.74193548,10.96774194,-9.612903226,-6.129032258,-13.29032258,14.25806452,Udupi
244,1/31/2021,-5.419354839,18.61290323,-3.903225806,-1.709677419,-5.322580645,9.774193548,Uttara Kannada
245,1/31/2021,-9.032258065,31.0,61.61290323,-17.41935484,-16.48387097,9.838709677,Yadgir
