date,retail and recreation,grocery and pharmacy,parks,transit,workplaces,residential,sub region
1/31/2021,-31,,8.612903226,2.967741935,-23.35483871,,Diu
4/30/2021,-32.28070175,,-15.08988764,-6.08988764,-26.85393258,,Diu
7/31/2021,-34.1875,,-8.445652174,-12.37078652,-36.54347826,,Diu
10/31/2021,-29.1627907,,13.0989011,0.244444444,-25.18478261,,Diu
1/31/2022,-25.28571429,,53.19672131,18.21311475,-20.06557377,,Diu
1/31/2021,-42.83870968,-18.96774194,-40.5483871,-34.19354839,-31.77419355,8.290322581,Central Delhi
4/30/2021,-44.57303371,-16.65168539,-41.41573034,-32.97752809,-34.30337079,10.60674157,Central Delhi
7/31/2021,-46.81521739,-20.2826087,-52.60869565,-40.85869565,-39.44565217,11.94565217,Central Delhi
10/31/2021,-27.7826087,3.923913043,-35.72826087,-16.68478261,-23.0326087,7.489130435,Central Delhi
1/31/2022,-25.45901639,5.983606557,-28.3442623,-8.770491803,-20.03278689,7.049180328,Central Delhi
1/31/2021,-30.29032258,3.903225806,-40.74193548,-32.51612903,-35.90322581,9.032258065,East Delhi
4/30/2021,-32.26966292,7.730337079,-37.02247191,-33.98876404,-38.24719101,11,East Delhi
7/31/2021,-33.65217391,3.72826087,-41.39130435,-41.80434783,-44,12.76086957,East Delhi
10/31/2021,-14.68478261,25.76086957,-31.7173913,-22.56521739,-29.10869565,7.72826087,East Delhi
1/31/2022,-12.60655738,28.75409836,-28.37704918,-17.06557377,-25.96721311,6.868852459,East Delhi
1/31/2021,-45.12903226,-30.5483871,-48.77419355,-36.77419355,-33.74193548,9.129032258,New Delhi
4/30/2021,-48.03370787,-30.85393258,-50.3258427,-37.53932584,-35.15730337,11.05617978,New Delhi
7/31/2021,-53.05434783,-36.27173913,-60.48913043,-46.45652174,-40.01086957,12.80434783,New Delhi
10/31/2021,-36.09782609,-18.58695652,-46.55434783,-28.2826087,-25.82608696,7.793478261,New Delhi
1/31/2022,-31.63934426,-12.3442623,-40.16393443,-21.03278689,-23.14754098,7.032786885,New Delhi
1/31/2021,-34.09677419,17.16129032,-28.74193548,-15.77419355,-27.67741935,8.838709677,North Delhi
4/30/2021,-34.76404494,21.94382022,-25.14606742,-16.38202247,-30.17977528,10.61797753,North Delhi
7/31/2021,-35.36956522,22.17391304,-28.27173913,-21.38043478,-35.58695652,11.67391304,North Delhi
10/31/2021,-19.33695652,44.25,-12.59782609,-4.989130435,-20.89130435,7.304347826,North Delhi
1/31/2022,-16.72131148,48.44262295,-7.213114754,-0.967213115,-17.57377049,7.344262295,North Delhi
1/31/2021,-22.09677419,29.16129032,-46.58064516,3.225806452,-22.64516129,8.35483871,North East Delhi
4/30/2021,-20.23595506,31.1011236,-43.52808989,4.775280899,-26.94382022,9.91011236,North East Delhi
7/31/2021,-18.7826087,32.32608696,-48,0.923913043,-32.09782609,11.22826087,North East Delhi
10/31/2021,-1.891304348,56.16304348,-41.9673913,21.68478261,-15.30434783,7.054347826,North East Delhi
1/31/2022,2.721311475,67,-42.14754098,25.8852459,-11.81967213,6.852459016,North East Delhi
1/31/2021,-34.09677419,0.903225806,-25.48387097,-18.25806452,-27.29032258,9.096774194,North West Delhi
4/30/2021,-36.47191011,4.483146067,-23.94382022,-17.68539326,-31.01123596,11.34831461,North West Delhi
7/31/2021,-38.14130435,3.934782609,-28.43478261,-24.07608696,-35.54347826,13.01086957,North West Delhi
10/31/2021,-21.35869565,24.40217391,-16.41304348,-7.108695652,-19.88043478,7.945652174,North West Delhi
1/31/2022,-17.68852459,24.39344262,-13.42622951,-4,-17.01639344,7.295081967,North West Delhi
1/31/2021,-25.83870968,-0.677419355,-39.87096774,-22.83870968,-26.90322581,8.548387097,Shahdara
4/30/2021,-26.43820225,3.494382022,-37.47191011,-19.57303371,-30.75280899,10.48314607,Shahdara
7/31/2021,-26.54347826,6.467391304,-41.19565217,-26.19565217,-34.95652174,12.14130435,Shahdara
10/31/2021,-8.086956522,23.40217391,-31.31521739,-7.956521739,-18.97826087,7.423913043,Shahdara
1/31/2022,-5.37704918,24.83606557,-29.49180328,-0.213114754,-15.8852459,6.754098361,Shahdara
1/31/2021,-37.70967742,-11.32258065,-39.70967742,-34.22580645,-33.83870968,9.967741935,South Delhi
4/30/2021,-39.69662921,-7.550561798,-38.57303371,-33.79775281,-36.15730337,11.80898876,South Delhi
7/31/2021,-43.20652174,-7.5,-44.08695652,-38.32608696,-40.34782609,13.51086957,South Delhi
10/31/2021,-26.81521739,13.47826087,-28.90217391,-12.42391304,-25.60869565,8.173913043,South Delhi
1/31/2022,-25.27868852,17.24590164,-26.45901639,-2.245901639,-22.08196721,7.508196721,South Delhi
1/31/2021,-29.58064516,-14.90322581,-38.06451613,-31.09677419,-33.25806452,9.096774194,South East Delhi
4/30/2021,-31.56179775,-12.17977528,-37.25842697,-31.66292135,-35.29213483,11.24719101,South East Delhi
7/31/2021,-34.35869565,-14.4673913,-42.47826087,-37.63043478,-40.22826087,12.84782609,South East Delhi
10/31/2021,-15.25,4.97826087,-30,-18.34782609,-25.29347826,7.782608696,South East Delhi
1/31/2022,-12.55737705,7.491803279,-27.26229508,-12.85245902,-21.80327869,7.06557377,South East Delhi
1/31/2021,-32.51612903,-2.741935484,-35.80645161,-23.16129032,-29.77419355,10.70967742,South West Delhi
4/30/2021,-33.3258427,1.415730337,-33.2247191,-21.92134831,-31.97752809,12.56179775,South West Delhi
7/31/2021,-34.55434783,-1.369565217,-39.10869565,-28.79347826,-36.5326087,14.19565217,South West Delhi
10/31/2021,-16.83695652,21.95652174,-27.98913043,-9.423913043,-21.56521739,9.173913043,South West Delhi
1/31/2022,-14.13114754,24.13114754,-25.50819672,-6.262295082,-18.54098361,8.573770492,South West Delhi
1/31/2021,-32.12903226,-5.451612903,-37.87096774,-18.03225806,-29.87096774,9.032258065,West Delhi
4/30/2021,-36.25842697,-1.325842697,-35.65168539,-19.74157303,-32.92134831,11.16853933,West Delhi
7/31/2021,-37.7173913,-2.304347826,-40.30434783,-26.97826087,-38.11956522,12.7173913,West Delhi
10/31/2021,-19.89130435,16.91304348,-29.25,-7.72826087,-21.56521739,7.619565217,West Delhi
1/31/2022,-18.2295082,17.78688525,-27.16393443,-2.704918033,-18.78688525,7.098360656,West Delhi
1/31/2021,-26.67741935,1.903225806,-20.58064516,-10.77419355,-21.48387097,12.29032258,North Goa
4/30/2021,-32.17977528,7.808988764,-34.21348315,-12.02247191,-19.86516854,12.62921348,North Goa
7/31/2021,-51.17391304,-13.79347826,-56.06521739,-31.52173913,-29.79347826,17.79347826,North Goa
10/31/2021,-28.41304348,17.84782609,-33.7173913,-8.77173913,-18.10869565,12.38043478,North Goa
1/31/2022,-11.29508197,33.36065574,-8.573770492,5.573770492,-10.47540984,10.68852459,North Goa
1/31/2021,-22.51612903,-3,-34.77419355,-20.22580645,-16.16129032,10.70967742,South Goa
4/30/2021,-21.74157303,1.93258427,-41.19101124,-21.56179775,-14.30337079,10.82022472,South Goa
7/31/2021,-36.89130435,-11.32608696,-53.65217391,-37.57608696,-20.31521739,15.63043478,South Goa
10/31/2021,-14.11956522,9.782608696,-37.36956522,-16.55434783,-6.793478261,10.10869565,South Goa
1/31/2022,-0.524590164,19,-21.40983607,-2.393442623,-2.016393443,8.803278689,South Goa
1/31/2021,-34.77419355,-0.225806452,-41.35483871,-14.16129032,-23.67741935,9.548387097,Ahmedabad
4/30/2021,-36.49438202,2.820224719,-43.98876404,-15.48314607,-23,11.47191011,Ahmedabad
7/31/2021,-37.38043478,0.913043478,-45.73913043,-17.75,-24.26086957,11.13043478,Ahmedabad
10/31/2021,-23.38043478,17.16304348,-34.98913043,-2.836956522,-15.10869565,7.880434783,Ahmedabad
1/31/2022,-18.32786885,19.59016393,-27.72131148,3.426229508,-12.8852459,6.852459016,Ahmedabad
1/31/2021,-30.64516129,-2,-57.96774194,-10.06451613,-12.41935484,10.06451613,Amreli
4/30/2021,-32.4494382,5.662921348,-59.58426966,-7.808988764,-15.5505618,10.20224719,Amreli
7/31/2021,-31.0326087,7.163043478,-57.64130435,-4.27173913,-16.33695652,6.532608696,Amreli
10/31/2021,-19.23913043,20.56521739,-54.27173913,1.967391304,-7.967391304,6.793478261,Amreli
1/31/2022,-8.344262295,30.27868852,-41.93442623,18.08196721,-6.557377049,5.918032787,Amreli
1/31/2021,-26.35483871,-3.903225806,-23.90322581,-20.77419355,-17.35483871,10.29032258,Anand
4/30/2021,-26.53932584,-0.112359551,-20.94382022,-20.19101124,-14.06741573,10.24719101,Anand
7/31/2021,-26.04347826,2.836956522,-18.34782609,-22.16304348,-12.9673913,9.543478261,Anand
10/31/2021,-12.10869565,18.82608696,-10.45652174,-11.80434783,-2.934782609,7.467391304,Anand
1/31/2022,-6.098360656,25.59016393,3.868852459,-4.475409836,1.967213115,6.639344262,Anand
1/31/2021,-12.4516129,-17.4516129,24.03225806,1.419354839,-12.06451613,11.90322581,Aravalli
4/30/2021,-9.842696629,-11.86516854,8.865168539,4.685393258,-15.16853933,11.78651685,Aravalli
7/31/2021,-8.27173913,-16.56521739,21.84782609,2.673913043,-17.0326087,11.76086957,Aravalli
10/31/2021,4.5,-5.815217391,29.44565217,15.72826087,-8.434782609,8.760869565,Aravalli
1/31/2022,12.72131148,2.606557377,37.90163934,22.14754098,-5.114754098,7.737704918,Aravalli
1/31/2021,-12.77419355,14.48387097,-17.74193548,-5.903225806,-8.677419355,15.16129032,Banaskantha
4/30/2021,-12,19.2247191,-19.38202247,-6.179775281,-11.88764045,15.51685393,Banaskantha
7/31/2021,-10.0326087,22.60869565,-5.923913043,-4.315217391,-9.510869565,15.25,Banaskantha
10/31/2021,3.391304348,37.20652174,9.967391304,10.30434783,-0.380434783,12.31521739,Banaskantha
1/31/2022,11.08196721,41.47540984,23.1147541,14.68852459,3.213114754,11.85245902,Banaskantha
1/31/2021,-14.93548387,21.70967742,-13.38709677,-23.51612903,-9.064516129,10.12903226,Bharuch
4/30/2021,-14.73033708,25.24719101,-15.71910112,-23.95505618,-8.179775281,10.78651685,Bharuch
7/31/2021,-13.2826087,25.72826087,-5.22826087,-22.02173913,-6.663043478,10.10869565,Bharuch
10/31/2021,-0.489130435,47.40217391,9.684782609,-9.858695652,3.673913043,7.804347826,Bharuch
1/31/2022,6.147540984,55.90163934,27.70491803,-3.049180328,7.098360656,6.327868852,Bharuch
1/31/2021,-17.67741935,17.06451613,-16.35483871,1.806451613,-13.4516129,11.4516129,Bhavnagar
4/30/2021,-17.21348315,20.33707865,-16.46067416,2.685393258,-14.5505618,12.11235955,Bhavnagar
7/31/2021,-14.06521739,17.45652174,-12.70652174,4.163043478,-14.94565217,11.29347826,Bhavnagar
10/31/2021,-2.097826087,25.69565217,-3.163043478,16.20652174,-6.423913043,10.09782609,Bhavnagar
1/31/2022,5.852459016,39.67213115,4.918032787,31.93442623,-8.032786885,8.950819672,Bhavnagar
1/31/2021,-14.48387097,19.61290323,45,-17.77419355,-12,9.225806452,Botad
4/30/2021,-16.62921348,31.33707865,27.91011236,-14.5505618,-15.06741573,9.303370787,Botad
7/31/2021,-10.66304348,37.54347826,45.23913043,-13.38043478,-6.217391304,8.184782609,Botad
10/31/2021,0.836956522,43.4673913,35.2826087,-0.206521739,1.380434783,7.097826087,Botad
1/31/2022,13.63934426,53.73770492,52.8852459,10.44262295,-0.393442623,6.31147541,Botad
1/31/2021,-20.64516129,,21,-17.35483871,-9.516129032,9.096774194,Chhota Udaipur
4/30/2021,-22.41573034,15.2,33.16853933,-26.29213483,-12.4494382,8.280898876,Chhota Udaipur
7/31/2021,-17.86956522,-2.181818182,44.27173913,-32.56521739,-6.673913043,7.891304348,Chhota Udaipur
10/31/2021,-8.72826087,6.5,40.7826087,-25.36956522,-1.065217391,5.076086957,Chhota Udaipur
1/31/2022,1.901639344,,27.52459016,-18.55737705,3.852459016,3.901639344,Chhota Udaipur
1/31/2021,-5.741935484,11.29032258,-34,-13,-15.5483871,11.12903226,Dahod
4/30/2021,-5.786516854,11.64044944,-34.1011236,-10.69662921,-21.15730337,12.17977528,Dahod
7/31/2021,-2.260869565,14.98913043,-30.42391304,-11.14130435,-18.01086957,11.13043478,Dahod
10/31/2021,12.52173913,25.67391304,-25.54347826,-1.467391304,-11.5326087,8.934782609,Dahod
1/31/2022,20.26229508,33.36065574,-20.42622951,5.967213115,-7.786885246,7.93442623,Dahod
1/31/2021,-26,,18.32258065,-37.19354839,-18.35483871,,Dang
4/30/2021,-26.2,,-18.85393258,-45.19101124,-20.59550562,,Dang
7/31/2021,-26,,32.43478261,-54.98913043,-15.30434783,,Dang
10/31/2021,-22,,24.87640449,-47.81521739,-5.173913043,,Dang
1/31/2022,,,26.3442623,-38.21311475,-0.983606557,,Dang
1/31/2021,-24.38709677,30.77419355,38.64516129,-16.48387097,-9.290322581,11.64516129,Devbhoomi Dwarka
4/30/2021,-26.16853933,41.01123596,16.51685393,-15.50561798,-9.685393258,11.33707865,Devbhoomi Dwarka
7/31/2021,-19.52173913,51.59782609,45.80434783,-11.22826087,-3.369565217,10.42391304,Devbhoomi Dwarka
10/31/2021,-10.07608696,62.45652174,53.83695652,0.5,2.72826087,8.836956522,Devbhoomi Dwarka
1/31/2022,-4.573770492,61.27868852,78.42622951,16.50819672,9.098360656,7.803278689,Devbhoomi Dwarka
1/31/2021,-29.29032258,17.74193548,-34.09677419,-7.741935484,-23.12903226,10.48387097,Gandhinagar
4/30/2021,-29.73033708,23.58426966,-37.65168539,-7.359550562,-23.80898876,12.3258427,Gandhinagar
7/31/2021,-30.91304348,24.19565217,-37.7826087,-7.380434783,-22.63043478,11.54347826,Gandhinagar
10/31/2021,-14.95652174,44.5,-26.09782609,5.108695652,-13.29347826,8.445652174,Gandhinagar
1/31/2022,-7.590163934,50.1147541,-20.52459016,11.13114754,-9.606557377,7.426229508,Gandhinagar
1/31/2021,-14.29032258,-19.5483871,1.967741935,-17.16129032,-7.903225806,9.677419355,Gir Somnath
4/30/2021,-13.51685393,-19.52808989,-5,-16.23595506,-15.11235955,9.056179775,Gir Somnath
7/31/2021,-7.260869565,-13.65217391,-0.282608696,-16.41304348,-17.32608696,9.086956522,Gir Somnath
10/31/2021,5.565217391,0.152173913,12.58695652,-0.902173913,-8.543478261,7.391304348,Gir Somnath
1/31/2022,14.72131148,8.93442623,26.96721311,11.8852459,-2.950819672,6.229508197,Gir Somnath
1/31/2021,-32.48387097,6.516129032,-23.19354839,-20.58064516,-18.74193548,9.64516129,Jamnagar
4/30/2021,-32.7752809,10.1011236,-15.79775281,-19.08988764,-19.87640449,10.2247191,Jamnagar
7/31/2021,-30.93478261,14.22826087,-18.63043478,-17.57608696,-17.11956522,10.61956522,Jamnagar
10/31/2021,-18.64130435,27.60869565,0.347826087,-17.04347826,-10.9673913,7.358695652,Jamnagar
1/31/2022,-13.91803279,30.32786885,11.90163934,-11.13114754,-6.62295082,6.508196721,Jamnagar
1/31/2021,-29.19354839,-0.290322581,-17.48387097,-7,-19.64516129,12.12903226,Junagadh
4/30/2021,-29.6741573,3.91011236,-20.60674157,-5.213483146,-22.19101124,13.12359551,Junagadh
7/31/2021,-24.29347826,5.630434783,-16.68478261,-1.380434783,-21.42391304,12.92391304,Junagadh
10/31/2021,-13.55434783,20.31521739,-2.02173913,7.380434783,-14.94565217,10.84782609,Junagadh
1/31/2022,-5.918032787,33.72131148,9.967213115,16.68852459,-11.16393443,9.31147541,Junagadh
1/31/2021,-19.35483871,36.35483871,9.129032258,-33.61290323,-20.4516129,12.19354839,Kheda
4/30/2021,-17.53932584,37.84269663,6.112359551,-32.08988764,-19.12359551,12.25842697,Kheda
7/31/2021,-13,42.20652174,18.4673913,-31.23913043,-18.66304348,11,Kheda
10/31/2021,-0.206521739,61.63043478,31.5,-22.30434783,-10.52173913,8.760869565,Kheda
1/31/2022,6.704918033,75.7704918,50.18032787,-16.93442623,-6.409836066,7.540983607,Kheda
1/31/2021,-19.16129032,10.16129032,-30.67741935,-8.548387097,-12.16129032,6.709677419,Kutch
4/30/2021,-20.64044944,11.94382022,-34.21348315,-7.539325843,-15.29213483,6.707865169,Kutch
7/31/2021,-17.34782609,11.38043478,-33.55434783,-4.52173913,-13.04347826,6.836956522,Kutch
10/31/2021,-4.565217391,25.19565217,-25.2173913,3.52173913,-6.445652174,4.467391304,Kutch
1/31/2022,-0.754098361,28.70491803,-16.40983607,11.50819672,-3.180327869,4.393442623,Kutch
1/31/2021,-18.16129032,,-21.4516129,-14.70967742,-16.90322581,9.290322581,Mahisagar
4/30/2021,-18.91011236,,-25.06741573,-12.02247191,-21.13483146,9,Mahisagar
7/31/2021,-16.73913043,,-4.173913043,-7.967391304,-20.92391304,8.152173913,Mahisagar
10/31/2021,-5.706521739,,5.304347826,4.967391304,-14.82608696,6.239130435,Mahisagar
1/31/2022,-0.590163934,,20.81967213,6.016393443,-11.13114754,5.032786885,Mahisagar
1/31/2021,-19.22580645,16.29032258,-47.58064516,-11.06451613,-12.87096774,12.16129032,Mehsana
4/30/2021,-20,21.75280899,-46.92134831,-10.33707865,-14.01123596,12.93258427,Mehsana
7/31/2021,-14.77173913,26.10869565,-44.65217391,-10.31521739,-9.97826087,12.22826087,Mehsana
10/31/2021,-1.336956522,36.83695652,-39.34782609,4.119565217,-2.489130435,9.467391304,Mehsana
1/31/2022,2.016393443,41.98360656,-36.8852459,10.2295082,1.852459016,9.229508197,Mehsana
1/31/2021,-19.5483871,-8.677419355,4.225806452,-18.74193548,-14.35483871,11.93548387,Morbi
4/30/2021,-21.50561798,-3.853932584,0.483146067,-23.91011236,-17.31460674,12.93258427,Morbi
7/31/2021,-16.95652174,-3.402173913,8.282608696,-24.01086957,-15.80434783,12.48913043,Morbi
10/31/2021,-5.239130435,-0.97826087,30.79347826,-12.25,-9.565217391,11.18478261,Morbi
1/31/2022,0.754098361,4.540983607,37.55737705,-9.901639344,-3.901639344,11.08196721,Morbi
1/31/2021,22.35483871,,-18.12903226,-3.322580645,-9.903225806,15,Narmada
4/30/2021,19.06741573,,-39.83146067,-10.65168539,-11.91011236,15.30337079,Narmada
7/31/2021,23.10869565,,-34.84782609,-3.434782609,-5.826086957,13.79347826,Narmada
10/31/2021,51.94565217,,-15.68478261,2.72826087,1.934782609,12.82608696,Narmada
1/31/2022,86.6557377,,-3.491803279,13.29508197,6.508196721,11.81967213,Narmada
1/31/2021,-15.38709677,0.612903226,-28.4516129,-35.19354839,-13.90322581,11.06451613,Navsari
4/30/2021,-17.05617978,6.314606742,-31.30337079,-37.02247191,-13.65168539,11.75280899,Navsari
7/31/2021,-15.20652174,6.402173913,-21.88043478,-37.20652174,-12.65217391,12.05434783,Navsari
10/31/2021,-2.619565217,16.05434783,-13.11956522,-24.47826087,-2.369565217,9.086956522,Navsari
1/31/2022,6.06557377,20.59016393,-5.737704918,-16.91803279,0.852459016,7.163934426,Navsari
1/31/2021,-11.29032258,10.41935484,1,-9.774193548,-6.677419355,10.19354839,Panchmahal
4/30/2021,-12.61797753,13.64044944,-15.07865169,-10.19101124,-4.494382022,10.13483146,Panchmahal
7/31/2021,-7.119565217,21.44565217,-12.39130435,-8.97826087,-0.77173913,9.891304348,Panchmahal
10/31/2021,5.782608696,34.2173913,-6.717391304,5.608695652,8.489130435,7.47826087,Panchmahal
1/31/2022,13.01639344,38.32786885,6.081967213,11.98360656,13.1147541,6.344262295,Panchmahal
1/31/2021,-15.77419355,44.12903226,-10.74193548,-9.225806452,-13.06451613,12.70967742,Patan
4/30/2021,-15.16853933,55.34831461,-12.01123596,-6.719101124,-14.97752809,13.49438202,Patan
7/31/2021,-9.847826087,64.75,-2.25,-6.706521739,-12.17391304,13.59782609,Patan
10/31/2021,3.52173913,82.5,6.75,1.880434783,-4.815217391,10.60869565,Patan
1/31/2022,8.819672131,91.1147541,15.63934426,7.672131148,-0.704918033,10.42622951,Patan
1/31/2021,-27.12903226,36.06451613,-35.87096774,-7.032258065,-16.96774194,11.90322581,Porbandar
4/30/2021,-28.17977528,39.95505618,-34.29213483,-11.93258427,-17.82022472,11.80898876,Porbandar
7/31/2021,-28.06521739,43.35869565,-36.16304348,-9.119565217,-17.05434783,14.19565217,Porbandar
10/31/2021,-16.81521739,52.41304348,-26.39130435,4.77173913,-10.79347826,11.20652174,Porbandar
1/31/2022,-12.50819672,54.36065574,-24.37704918,8.196721311,-6.967213115,10.52459016,Porbandar
1/31/2021,-34.80645161,3.516129032,-35.38709677,-7.64516129,-18.74193548,9.483870968,Rajkot
4/30/2021,-34.14606742,10.6741573,-41.04494382,-7.382022472,-19.85393258,11.08988764,Rajkot
7/31/2021,-32.14130435,13.61956522,-38.88043478,-5.239130435,-17.98913043,10.69565217,Rajkot
10/31/2021,-20.07608696,28.67391304,-27.39130435,6.836956522,-10.30434783,8.260869565,Rajkot
1/31/2022,-14.36065574,35.21311475,-17.21311475,15.54098361,-5.803278689,7.213114754,Rajkot
1/31/2021,-7.64516129,15.87096774,3.903225806,-14.93548387,-10.19354839,11.77419355,Sabarkatha
4/30/2021,-10.37078652,20.3258427,-14.07865169,-10.52808989,-11.84269663,11.50561798,Sabarkatha
7/31/2021,-9.010869565,23.47826087,-1.02173913,-7.782608696,-9.608695652,10.45652174,Sabarkatha
10/31/2021,4.304347826,34.58695652,8.608695652,6.315217391,-0.902173913,7.673913043,Sabarkatha
1/31/2022,7.508196721,29.45901639,16.31147541,12.24590164,2.409836066,7.704918033,Sabarkatha
1/31/2021,-30.41935484,3.709677419,-30.83870968,-9.290322581,-17.32258065,7.129032258,Surat
4/30/2021,-31.74157303,4.449438202,-34.86516854,-9.550561798,-15.56179775,8.460674157,Surat
7/31/2021,-29.95652174,4.706521739,-30.10869565,-9.402173913,-18.18478261,8.163043478,Surat
10/31/2021,-15.4673913,21,-18.25,7.869565217,-5.5,5.173913043,Surat
1/31/2022,-11.6557377,19.16393443,-12.95081967,14.06557377,-9.114754098,4.491803279,Surat
1/31/2021,-21.70967742,13.90322581,23.93548387,-22.61290323,-16.16129032,11.19354839,Surendranagar
4/30/2021,-25.17977528,19.91011236,16.66292135,-24.11235955,-18.84269663,11.51685393,Surendranagar
7/31/2021,-22.10869565,18.31521739,30.01086957,-21.75,-16.84782609,10.63043478,Surendranagar
10/31/2021,-12.84782609,28.01086957,42.68478261,-11.59782609,-12.20652174,9.293478261,Surendranagar
1/31/2022,-3.885245902,35,54.73770492,-6.62295082,-8.016393443,8.655737705,Surendranagar
1/31/2021,-7.870967742,22.48387097,-17.64516129,-4.677419355,-9.193548387,14.19354839,Tapi
4/30/2021,-10.64044944,23.46067416,-20.04494382,-14.60674157,-11.62921348,15.79775281,Tapi
7/31/2021,-5.434782609,31.86956522,-9.836956522,-13.01086957,-4.586956522,15.04347826,Tapi
10/31/2021,7.326086957,40.88043478,-1.641304348,-3.108695652,5.282608696,12.80434783,Tapi
1/31/2022,18.45901639,48.26229508,19.7704918,9.016393443,9.31147541,10.86885246,Tapi
1/31/2021,-32.96774194,-9.129032258,-38.12903226,-12.09677419,-19.12903226,10.93548387,Vadodara
4/30/2021,-35.48314607,-6.651685393,-40.08988764,-11.86516854,-18.16853933,12.25842697,Vadodara
7/31/2021,-34.97826087,-7.054347826,-41.2826087,-12.20652174,-17.9673913,11.7173913,Vadodara
10/31/2021,-20.9673913,7.010869565,-29.81521739,4.782608696,-9.086956522,8.445652174,Vadodara
1/31/2022,-14.86885246,6.967213115,-21.21311475,13.7704918,-5.819672131,6.852459016,Vadodara
1/31/2021,-17.41935484,27.4516129,-0.032258065,-30.80645161,-10.25806452,11.58064516,Valsad
4/30/2021,-19.40449438,29.73033708,-6.797752809,-30.65168539,-9.505617978,12.94382022,Valsad
7/31/2021,-19.5326087,30.82608696,-3.847826087,-31.7826087,-8.902173913,13.7173913,Valsad
10/31/2021,-2.108695652,51.58695652,16.25,-17.93478261,1.641304348,11.31521739,Valsad
1/31/2022,4.590163934,54.29508197,26.80327869,-9.459016393,4.016393443,9.672131148,Valsad
1/31/2021,-18.67741935,-9.741935484,-16.80645161,-38.19354839,-17,8.903225806,Ambala
4/30/2021,-15.2247191,0.292134831,-11.23595506,-34.7752809,-14.46067416,9.539325843,Ambala
7/31/2021,-20.04347826,-1.304347826,-20.20652174,-38.29347826,-18.2826087,12.2826087,Ambala
10/31/2021,-2.369565217,14.85869565,-8.956521739,-19.2173913,-8.043478261,8.304347826,Ambala
1/31/2022,1.442622951,15.67213115,-6.491803279,-10.16393443,-2.196721311,8.229508197,Ambala
1/31/2021,-18.06451613,27.70967742,-6.451612903,-19.4516129,-13.93548387,6.903225806,Bhiwani
4/30/2021,-9.752808989,49.29213483,5.741573034,-6.595505618,-12.15730337,6.674157303,Bhiwani
7/31/2021,-13.80434783,34.36956522,-2.119565217,-13.14130435,-15.76086957,9.347826087,Bhiwani
10/31/2021,2.173913043,42.79347826,16.15217391,6.315217391,-4.47826087,5.086956522,Bhiwani
1/31/2022,7.885245902,47.06557377,22.45901639,14.6557377,0.524590164,5.573770492,Bhiwani
1/31/2021,-26.83870968,6.806451613,-26.29032258,-18.41935484,-22.48387097,9.774193548,Faridabad
4/30/2021,-24.46067416,19.20224719,-20.2247191,-14.57303371,-21.07865169,10.01123596,Faridabad
7/31/2021,-29.67391304,12.23913043,-29.55434783,-22.54347826,-25.48913043,12.20652174,Faridabad
10/31/2021,-14.10869565,36.44565217,-18.25,-2.086956522,-13.41304348,7.739130435,Faridabad
1/31/2022,-9.213114754,38.90163934,-14.2295082,2.360655738,-9.360655738,7.131147541,Faridabad
1/31/2021,-27.80645161,3.709677419,-42.61290323,-16,-15.77419355,6.870967742,Fatehabad
4/30/2021,-21.6741573,21.84269663,-32.14606742,-5.988764045,-13.08988764,6,Fatehabad
7/31/2021,-27.13043478,18.97826087,-25.73913043,-15.85869565,-18.5,7.815217391,Fatehabad
10/31/2021,-11.84782609,31.80434783,-7.902173913,-0.543478261,-7.836956522,3.826086957,Fatehabad
1/31/2022,-7.885245902,40.13114754,7.819672131,6.737704918,-2.295081967,4.573770492,Fatehabad
1/31/2021,-31.70967742,-3.387096774,-49.38709677,-32.4516129,-30.5483871,10.09677419,Gurgaon
4/30/2021,-30.56179775,1.08988764,-47.35955056,-32.1011236,-28.93258427,10.69662921,Gurgaon
7/31/2021,-36.67391304,-5.369565217,-50.85869565,-39.9673913,-35.16304348,13.39130435,Gurgaon
10/31/2021,-17.01086957,18.22826087,-38.36956522,-22.45652174,-21.84782609,8.282608696,Gurgaon
1/31/2022,-11.50819672,18.75409836,-34.52459016,-16.01639344,-18.24590164,7.704918033,Gurgaon
1/31/2021,-21.25806452,-9.193548387,-24.74193548,-35.35483871,-16.35483871,8.870967742,Hisar
4/30/2021,-13.97752809,8.056179775,-12.78651685,-27.98876404,-12.93258427,8.662921348,Hisar
7/31/2021,-17.70652174,-3.5,-15.7826087,-35.90217391,-17.91304348,11.22826087,Hisar
10/31/2021,1.043478261,0.554347826,-2.869565217,-21.70652174,-5.413043478,7.054347826,Hisar
1/31/2022,7.770491803,-4.016393443,0.868852459,-16.16393443,-0.409836066,7.491803279,Hisar
1/31/2021,-17.4516129,-12.4516129,9.064516129,-5.870967742,-18.4516129,8.129032258,Jhajjar
4/30/2021,-9.943820225,4.370786517,23.69662921,0.415730337,-14.14606742,8.786516854,Jhajjar
7/31/2021,-12.57608696,-4.217391304,24.23913043,-11.05434783,-17.61956522,10.06521739,Jhajjar
10/31/2021,7.347826087,8.358695652,34.19565217,12.17391304,-3.119565217,5.956521739,Jhajjar
1/31/2022,12.83606557,11.19672131,40.08196721,11.81967213,0.163934426,6.491803279,Jhajjar
1/31/2021,-24.77419355,33.74193548,-32.51612903,-27.32258065,-15.83870968,8.870967742,Jind
