,Districts,Mean Cases
121,Khagaria,10059.66304347826
122,Panna,7324.902173913043
123,Sabarkantha,9315.45652173913
124,Kamle,497.64130434782606
125,Mumbai,743656.7065217391
126,Kandhamal,11485.282608695652
127,Sangrur,15728.923913043478
128,Mahasamund,31344.967391304348
129,Alirajpur,3503.532608695652
130,Supaul,17214.717391304348
131,West Khasi Hills,4268.20652173913
132,Satara,241137.20652173914
133,Azamgarh,17899.043478260868
134,Chittoor,240648.03260869565
135,Kra Daadi,265.4891304347826
136,Balod,27266.630434782608
137,Mamit,2979.771739130435
138,Lahaul and Spiti,2904.5108695652175
139,Palamu,12293.065217391304
140,Bhandara,60061.934782608696
141,Serchhip,1933.7934782608695
142,Chamarajanagara,32812.358695652176
143,Ramanagara,24124.065217391304
144,Nandurbar,39987.09782608696
145,Lawngtlai,4710.75
146,Sonbhadra,16804.630434782608
147,Fatehgarh Sahib,8838.684782608696
148,Chitradurga,36425.717391304344
149,Udaipur,56388.184782608696
150,Tapi,4439.728260869565
151,Shahdol,10081.130434782608
152,Kendujhar,20812.565217391304
153,Longleng,286.7608695652174
154,Jhabua,7688.663043478261
155,Ghaziabad,55644.95652173913
156,Banka,7378.663043478261
157,Sangli,203088.79347826086
158,Nainital,39148.57608695652
159,Pakke Kessang,427.64130434782606
160,Bhind,2994.163043478261
161,Pithoragarh,10212.597826086956
162,Tawang,2429.532608695652
163,Pali,27318.82608695652
164,Champhai,2456.6739130434785
165,Karauli,7156.0
166,North Garo Hills,1659.2391304347825
167,Khunti,7804.934782608696
168,Gwalior,53100.32608695652
169,Sundargarh,61356.586956521736
170,Bharatpur,19596.728260869564
171,Ayodhya,16916.282608695652
172,Agar Malwa,3303.0
173,Bijnor,14791.217391304348
174,Navsari,7170.978260869565
175,Vizianagaram,82463.61956521739
176,Ghazipur,21638.043478260868
177,Mahendragarh,21688.619565217392
178,Angul,43577.717391304344
179,Mon,1136.0434782608695
180,Haridwar,51442.80434782609
181,Budaun,14934.630434782608
182,Lohit,2778.4347826086955
183,Yavatmal,76067.72826086957
184,Kanyakumari,61351.65217391304
185,Birbhum,40688.5
186,Cooch Behar,28622.304347826088
187,Uttar Dinajpur,19654.695652173912
188,Sirsa,29270.956521739132
189,Purnia,24420.793478260868
190,Udalguri,0.0
191,Nabarangapur,23514.108695652172
192,Tirunelveli,48675.315217391304
193,Singrauli,8796.652173913044
194,Osmanabad,66445.82608695653
195,Damoh,8119.032608695652
196,Leh,17067.445652173912
197,Capital Complex,0.0
198,Raipur,157898.27173913043
199,Mathura,20284.510869565216
200,Gurdaspur,22316.119565217392
201,Tirupathur,28795.684782608696
202,Hamirpur,6717.369565217391
203,Kushinagar,15613.065217391304
204,Kottayam,277339.4456521739
205,Khawzawl,399.89130434782606
206,Nalanda,23428.304347826088
207,Bengaluru Rural,61621.315217391304
208,Kasganj,4249.29347826087
209,Prayagraj,78655.65217391304
210,Bhopal,123410.05434782608
211,Amravati,96095.40217391304
212,Bareilly,43998.47826086957
213,Dahod,9951.95652173913
214,Vaishali,19819.358695652172
215,Yamunanagar,24601.67391304348
216,Junagadh,20480.304347826088
217,Rudraprayag,8771.054347826086
218,Gomati,8004.673913043478
219,North Tripura,7117.054347826087
220,Guna,5132.0
221,Punch,6360.271739130435
222,Hassan,110050.03260869565
223,Sitamarhi,9179.532608695652
224,Gadchiroli,30368.282608695652
225,Kozhikode,463826.0869565217
226,Shahid Bhagat Singh Nagar,11452.25
227,Zunheboto,605.4021739130435
228,Gajapati,9583.5
229,Yanam,6704.521739130435
230,Seoni,6774.510869565217
231,Balaghat,9094.380434782608
232,Bargarh,30976.043478260868
233,Bhilwara,29778.097826086956
234,Gandhinagar,20748.108695652172
235,Jamui,9414.75
236,Jammu,53089.07608695652
237,Kathua,9294.282608695652
238,Peren,896.554347826087
239,Sambalpur,31091.641304347828
240,Baghpat,9130.641304347826
241,Lower Siang,726.4347826086956
242,Uttara Kannada,55251.19565217391
243,Rewari,20314.239130434784
244,Shrawasti,4387.032608695652
245,Bametara,19951.630434782608
246,Dakshina Kannada,111123.45652173914
247,Kendrapara,24328.804347826088
248,Burhanpur,2568.0
249,Chhindwara,6732.130434782609
250,Rohtas,13971.5
251,Purba Bardhaman,40973.30434782609
252,Aravalli,5185.5
253,Amreli,10807.66304347826
254,Saraikela-Kharsawan,7206.326086956522
255,East Jaintia Hills,2348.217391304348
256,Udhampur,11385.29347826087
257,Thoothukkudi,55693.07608695652
258,Anand,9627.304347826086
259,Perambalur,11814.467391304348
260,Ratlam,17857.17391304348
261,Thiruvallur,116755.42391304347
262,East Singhbhum,51851.858695652176
263,Lalitpur,12738.760869565218
264,Churu,16719.739130434784
265,Wayanad,105838.01086956522
266,Sindhudurg,51076.34782608696
267,Mansa,15593.108695652174
268,Tiruchirappalli,75183.47826086957
269,Unknown,99454.35869565218
270,Kaimur,4983.510869565217
271,Reasi,6504.79347826087
272,Saharsa,17608.760869565216
273,Kodagu,35756.684782608696
274,Gaurela Pendra Marwahi,12008.25
275,Ambedkar Nagar,5034.804347826087
276,Sipahijala,6265.858695652174
277,Khandwa,4041.3260869565215
278,Thrissur,444169.10869565216
279,Anjaw,1039.6630434782608
280,Upper Subansiri,1940.5869565217392
281,Subarnapur,13142.967391304348
282,Bhojpur,10193.33695652174
283,Bastar,20999.652173913044
284,Fatehabad,17869.630434782608
285,Uttar Bastar Kanker,23588.097826086956
286,Pilibhit,11029.652173913044
287,South West Garo Hills,1839.4130434782608
288,Hnahthial,422.42391304347825
289,Ballari,97628.82608695653
290,Pune,1128863.8152173914
291,Begusarai,27191.152173913044
292,Bhiwani,22403.782608695652
293,Nuh,5012.108695652174
294,Anuppur,9233.478260869566
295,Bathinda,41647.184782608696
296,Karur,23362.695652173912
297,Namakkal,49770.65217391304
298,Shajapur,6349.0
299,Surendranagar,8121.0
300,Viluppuram,45062.11956521739
301,Surajpur,29021.032608695652
302,Kurukshetra,22131.108695652172
303,Alipurduar,15307.967391304348
304,Dimapur,14035.41304347826
305,Erode,99908.52173913043
306,Korba,54714.52173913043
307,Evacuees,61.0
308,Shivamogga,68609.13043478261
309,Cuttack,91607.55434782608
310,Samastipur,20005.42391304348
311,Bahraich,11547.760869565218
312,Darbhanga,10922.880434782608
313,Janjgir Champa,57531.434782608696
314,Surat,143640.90217391305
315,Thane,600339.8804347826
316,Datia,6958.532608695652
317,Ludhiana,87496.83695652174
318,Budgam,23383.804347826088
319,Firozabad,8717.75
320,Maharajganj,12425.576086956522
321,Mainpuri,10023.902173913044
322,Sitapur,12394.95652173913
323,Chamoli,12198.619565217392
324,Rajnandgaon,56042.40217391304
325,Haveri,21919.206521739132
326,Sheikhpura,7692.054347826087
327,Foreign Evacuees,434.0
328,Bhadrak,26122.271739130436
329,Narmada,5953.163043478261
330,Dhanbad,16544.434782608696
331,Sikar,30612.92391304348
332,Balrampur,9309.065217391304
333,East Godavari,287892.8695652174
334,Kaithal,11232.902173913044
335,Panipat,31141.869565217392
336,Hingoli,18449.010869565216
337,Darjeeling,55608.61956521739
338,Jhajjar,18842.206521739132
339,Rewa,16432.608695652172
340,Godda,5838.163043478261
341,Gonda,12281.934782608696
342,Bagalkote,35158.69565217391
343,Basti,11714.5
344,Mahoba,4267.934782608696
345,Upper Siang,968.3152173913044
346,Chandrapur,88830.01086956522
347,West Singhbhum,13027.5
348,Kondagaon,13105.978260869566
349,Palakkad,328359.4673913043
350,Kishtwar,4776.423913043478
351,Jamtara,5581.5
352,Katihar,18136.945652173912
353,Dindori,4622.95652173913
354,Fazilka,20221.902173913044
355,Khordha,164023.45652173914
356,East Siang,3093.3478260869565
357,Italians,2.0
358,Jabalpur,50721.79347826087
359,Arwal,7379.815217391304
360,Araria,14969.728260869566
361,Baran,11994.467391304348
362,Ganganagar,19346.33695652174
363,Kinnaur,3431.1739130434785
364,Sri Muktsar Sahib,18759.41304347826
365,Katni,9365.489130434782
366,Puducherry,96970.23913043478
367,Chikkamagaluru,50220.989130434784
368,Panchmahal,11770.0
369,Balasore,39786.663043478264
370,Purulia,19309.66304347826
371,Rohtak,25890.66304347826
372,Ujjain,18898.945652173912
373,Bengaluru Urban,1241579.1956521738
374,Tiruppur,91713.23913043478
375,Doda,7643.978260869565
376,Mungeli,23906.152173913044
377,Bharuch,11425.771739130434
378,Anantnag,16480.184782608696
379,Boudh,12578.597826086956
380,Sivaganga,19586.92391304348
381,Surguja,33659.67391304348
382,Davanagere,50802.45652173913
383,Rampur,11822.739130434782
384,Neemuch,7924.79347826087
385,Pauri Garhwal,17622.75
386,Kolkata,315179.45652173914
387,Gondia,40522.72826086957
388,Dungarpur,18407.0
389,Jhansi,36547.434782608696
390,Jashpur,27022.717391304348
391,Valsad,6279.978260869565
392,Ernakulam,518126.35869565216
393,Hanumangarh,16051.652173913044
394,Jehanabad,10777.91304347826
395,West Kameng,3381.358695652174
396,Sirohi,13730.434782608696
397,Uttarkashi,12511.717391304348
398,Gautam Buddha Nagar,63285.70652173913
399,Theni,43302.57608695652
400,Kannur,240082.63043478262
401,Muzaffarpur,31390.456521739132
402,Pakur,2550.717391304348
403,Shahjahanpur,20357.108695652172
404,Bageshwar,5747.913043478261
405,Indore,153100.39130434784
406,Hapur,12633.478260869566
407,South Garo Hills,1197.2608695652175
408,Ambala,30127.706521739132
409,Bundi,7967.0
410,Jalandhar,63267.913043478264
411,Aligarh,21277.07608695652
412,Barnala,5932.108695652174
413,Patiala,48842.586956521736
414,Changlang,3739.467391304348
415,Saiha,2847.641304347826
416,Nanded,90489.93478260869
417,Aizawl,50229.717391304344
418,Balangir,23317.869565217392
419,Srikakulam,122241.42391304347
420,Bijapur,8295.445652173914
421,Koraput,19002.565217391304
422,Ramanathapuram,20291.195652173912
423,Chhota Udaipur,3395.0
424,Kulgam,11426.934782608696
425,Solapur,205251.94565217392
426,Jamnagar,34960.836956521736
427,Ranchi,85713.54347826086
428,Madurai,74338.51086956522
429,Harda,5055.0
430,Barabanki,19841.271739130436
431,Raichur,39940.11956521739
432,Phek,542.3586956521739
433,Durg,96735.18478260869
434,Champawat,7572.989130434783
435,South West Khasi Hills,2334.2391304347825
436,Raigarh,44163.760869565216
437,South Tripura,10033.717391304348
438,Jalna,60443.79347826087
439,Etawah,13931.489130434782
440,Washim,41639.34782608696
441,Jalpaiguri,41105.61956521739
442,Mandla,5187.869565217391
443,Alwar,59682.57608695652
444,Vijayapura,36222.04347826087
445,Kollam,340501.2826086957
446,Deoria,20216.75
447,Morbi,6502.0
448,Baramulla,24115.902173913044
449,Jaunpur,22575.597826086956
450,Anantapur,157305.88043478262
451,Jalore,10066.032608695652
452,Belagavi,79391.23913043478
453,Amroha,16613.054347826088
454,Hisar,53985.586956521736
455,Kalahandi,24249.054347826088
456,Amritsar,47255.95652173913
457,Udham Singh Nagar,37853.72826086957
458,Ribhoi,9175.554347826086
459,Siddharthnagar,9368.728260869566
460,West Champaran,20888.065217391304
461,Mirzapur,11085.467391304348
462,Devbhumi Dwarka,4174.010869565217
463,Mandya,73178.91304347826
464,East Garo Hills,1819.9021739130435
465,Sheopur,3999.413043478261
466,Malappuram,514485.8043478261
467,Sidhi,9219.0
468,Jhalawar,13606.869565217392
469,Munger,15106.195652173914
470,Salem,96995.60869565218
471,Kupwara,14289.673913043478
472,Dharwad,60799.72826086957
473,Alappuzha,279673.1304347826
474,Rajsamand,17042.684782608696
475,Amethi,9962.20652173913
476,Kutch,12607.380434782608
477,Mandi,30233.83695652174
478,Kheda,10427.032608695652
479,Varanasi,85487.06521739131
480,West Tripura,31634.58695652174
481,South 24 Parganas,98429.42391304347
482,Nuapada,22854.054347826088
483,Gumla,9894.804347826086
484,Kapurthala,17814.760869565216
485,Papum Pare,17876.271739130436
486,Mysuru,176802.25
487,Patna,146917.01086956522
488,Porbandar,3481.9021739130435
489,Dholpur,11007.45652173913
490,Jhargram,11803.04347826087
491,Mau,8328.402173913044
492,Raigad,190706.9239130435
493,Coimbatore,239061.8260869565
494,Jalaun,11674.402173913044
495,Ahmedabad,238163.36956521738
496,Palghar,135540.55434782608
497,West Garo Hills,8821.826086956522
498,Tonk,9496.902173913044
499,Nadia,71256.28260869565
500,Jodhpur,112392.68478260869
501,Nagaur,17733.521739130436
502,Chengalpattu,167093.51086956522
503,Unnao,15005.260869565218
504,Pathanamthitta,165062.91304347827
505,Chennai,546945.1086956522
506,Kallakurichi,30467.217391304348
507,Kishanganj,10113.891304347826
508,Vadodara,78033.47826086957
509,Jajpur,42829.52173913043
510,Kalimpong,6783.826086956522
511,Almora,12162.04347826087
512,Pratapgarh,8969.923913043478
513,Chatra,6030.434782608696
514,Ranipet,42782.79347826087
515,Gurugram,181157.5760869565
516,Nagapattinam,20034.66304347826
517,Una,13725.195652173914
518,Purba Medinipur,62038.47826086957
519,Lakhisarai,7773.521739130435
520,Mandsaur,8636.934782608696
521,Rae Bareli,17094.141304347828
522,Kota,57051.684782608696
523,Etah,9966.434782608696
524,Mayiladuthurai,
525,Longding,741.804347826087
526,Paschim Medinipur,52273.57608695652
527,Pudukkottai,29365.717391304348
528,Ahmednagar,318604.27173913043
529,Chhatarpur,7607.45652173913
530,North 24 Parganas,323811.4456521739
531,Lower Subansiri,2867.0652173913045
532,Beed,101980.08695652174
533,Wokha,364.9673913043478
534,Nawada,10349.369565217392
535,Jharsuguda,23743.82608695652
536,Sant Kabir Nagar,8158.065217391304
537,Tumakuru,119649.68478260869
538,Dhule,46203.065217391304
539,Delhi,1438270.3152173914
540,Faridkot,13881.282608695652
541,Siang,405.20652173913044
542,Mehsana,24416.16304347826
543,Hazaribagh,19585.510869565216
544,Rajouri,11144.184782608696
545,Solan,22635.097826086956
546,Murshidabad,33782.09782608696
547,Gir Somnath,8561.315217391304
548,Chamba,13383.380434782608
549,Banda,10989.271739130434
550,Panchkula,30707.652173913044
551,Latur,91654.56521739131
552,Dhamtari,27216.869565217392
553,Malkangiri,11611.79347826087
554,Banswara,10004.880434782608
555,Siwan,15194.358695652174
556,Ashoknagar,3670.0
557,Hoshangabad,10682.065217391304
558,Sukma,8023.260869565217
559,S.P.S. Nellore,142116.20652173914
560,East Kameng,1080.7065217391305
561,Buldhana,85213.91304347826
562,Guntur,174040.51086956522
563,Daman,3537.8695652173915
564,Muzaffarnagar,31004.206521739132
565,Karnal,40021.663043478264
566,Rayagada,20041.467391304348
567,Dadra and Nagar Haveli,5913.815217391304
568,Mokokchung,2180.163043478261
569,Kiphire,245.04347826086956
570,Prakasam,135181.4347826087
571,Rajgarh,8713.760869565218
572,Botad,2218.0
573,Rajkot,57942.739130434784
574,Simdega,7191.967391304348
575,Nagpur,493304.3369565217
576,Lower Dibang Valley,2287.532608695652
577,Tehri Garhwal,15825.326086956522
578,Hooghly,83777.08695652174
579,Chikkaballapura,43869.30434782609
580,Dhar,12546.108695652174
581,Udupi,74602.73913043478
582,Shopiyan,5600.108695652174
583,Ganjam,33672.717391304344
584,Bhavnagar,21430.489130434784
585,Dakshin Dinajpur,17321.75
586,Dibrugarh,0.0
587,Narsinghpur,11201.576086956522
588,Vidisha,11919.75
589,Upper Dibang Valley,320.54347826086956
590,Kannauj,9226.41304347826
591,Latehar,7868.04347826087
592,BSF Camp,85.0
593,Tiruvannamalai,53771.69565217391
594,Baloda Bazar,43046.836956521736
595,Kanpur Nagar,82915.73913043478
596,West Godavari,175624.3152173913
597,Parbhani,52296.59782608696
598,Gopalganj,16678.206521739132
599,Sheohar,4399.467391304348
600,Koderma,12871.282608695652
601,Madhepura,12536.217391304348
602,Faridabad,99840.0
603,Bikaner,40323.09782608696
604,Rupnagar,12907.684782608696
605,Sehore,10136.0
606,West Siang,1813.6521739130435
607,Thiruvananthapuram,398989.902173913
608,Krishnagiri,42488.782608695656
609,East Khasi Hills,37953.760869565216
610,Lakshadweep,10352.52
611,Lohardaga,6704.152173913043
612,Niwari,3712.858695652174
613,Hoshiarpur,30746.206521739132
614,Dindigul,32656.315217391304
615,Khargone,13968.152173913044
616,Auraiya,10084.83695652174
617,Buxar,9247.75
618,Thiruvarur,39715.59782608696
619,Jhunjhunu,14806.173913043478
620,Jaisalmer,13638.91304347826
621,S.A.S. Nagar,68663.36956521739
622,Banaskantha,13630.95652173913
623,Tarn Taran,8016.413043478261
624,Umaria,6293.391304347826
625,Tenkasi,27160.119565217392
626,Gorakhpur,59410.434782608696
627,Dumka,4633.445652173913
628,Tuensang,1029.1304347826087
629,Meerut,69445.61956521739
630,Palwal,11011.108695652174
631,Ferozepur,14298.619565217392
632,Sambhal,9437.315217391304
633,Gaya,33944.739130434784
634,Kangra,48367.032608695656
635,Bidar,24309.760869565216
636,Barwani,8364.054347826086
637,Other State,427.39130434782606
638,Ariyalur,16474.369565217392
639,Dang,865.5217391304348
640,Kancheepuram,73396.48913043478
